"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1127695","N/D","OF-6","Commander, 3 Commando Brigade Royal Marines","Command 3 Commando Brigade Royal Marines on Operations and in peacetime (including force development and generation).","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1123043","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1120354","N/D","OF-6","Assistant Chief of Staff Carrier Strike and Aviation (ACOS CSAV)","The Carrier Strike and Aviation Division is responsible for developing integrated and cost-efffective aviation capability that complements and enhances other single-service, Joint and multi-national capabilities to deliver war-winning effect. The Division is responsible for the legally mandated assurance of all RN aviation units with ACNS (A&C) holding the position of Aircraft Operating Authority for the RN. ACOS (CSAV) is also CDRE FAA within the Fighting Arm.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1125222","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1105835","N/D","OF-6","Commanding Officer Royal Naval Air Station Yeovilton","Command the Royal Naval Air Station Yeovilton (HMS HERON). HMS HERON is a diverse and complex Air Station and the host to some 4300 Service AND Civilian personnel and over 100 operational aircraft. HERON's mission is to deliver trained and capable Squadrons and Flights and to provide Aviation Support to enable operational success. HERON'S primary operational outputs are the Maritime Lynx Helicopter Force and the Commando Helicopter Force.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1125222","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1623854","N/D","OF-6","Assistant Chief of Staff Warfare (ACOS W)","To coordinate the cross cutting issues regarding the integration and development of the capability, tactics and procedures to make sure that the war fighting edge of the Royal Navy is sustained.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"155095","N/D","SCS1","Commodore RFA and Assistant Chief of Staff Afloat Support (ACOS AFSUP)","Head of Service of the Royal Fleet Auxiliary (RFA), responsible for recruitment and management of 2000 RFA employees, and management of thirteen ships. Head of the MOD Maritime Specialist Service and senior MOD shipping SME. Responsible for maritime operational support to the Royal Navy, Royal Marines and other elements of the Armed Forces.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1128229","N/D","OF-6","Assistant Chief of Staff Logistics and Infrastruscture (ACOS Logs & Infra)","ACOS Logistics key role is to manage the current and articulate the future logistic sustainability requirement for the maritime environment including RN, RM and RFA. He is the 1-star lead on behalf of the Navy Board for both the Logistics and Infrastructure lines of development working within the Capability Division of the Navy Command HQ. He is directly responsible for the logistic aspects of maritime and amphibious deployment, sustainment and recovery, he provides assurance across Defence through FE&R and FE&S, he sets maritime logistic doctrine, policy, standards and practices and ensures that new maritime capabilities and platforms meet Defence's sustainability requirement with effective support solutions.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1618032","N/D","OF-6","Assistant Chief of Staff Land and Littoral Manoeuvre and Deputy Commandant General Royal Marines (ACOS LLM/DCGRM)","Manage the development and delivery of Land and Littoral Manoeuvre capability with the Naval Command Headquarters, supporting the MOD in capability management.  Act as deputy to Commandant General Royal Marines, responsible for Corps standards, ethos, tradition, ceremonial, charities/funds, events and supporting matters.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1444905","N/D","OF-6","Assistant Chief of Staff Surface Ships and Submarines (ACOS SSM)","ACOS SSM is respsonsible for capability development of Frigates, Destroyers, MPH and Submarines.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Team costs included in 1121797","1"
"1121376","N/D","OF-6","Assistant Chief of Staff IS","The C4ISTAR sub-division comprises two Capability Integration Groups (C4&ISTAR) and an Information Service Support team that together ensure appropriate C4ISTAR policy, strategy and capability is provided to RN units afloat and ashore and to the Maritime Component Commander staff elements within current and future single Service and Joint operations. Within the MOD Unified Customer construct, this division represents the views of the Maritime User within the through life capability management (TLCM) processes that shape UK MOD C4ISTAR capabilities.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1119941","N/D","1.00","0","0","","Military","Formerly ACOS C4ISTAR. Team costs included in 1121797","1"
"1121945","N/D","OF-6","Assistant Chief of Staff Resources and Plans (ACOS RP)","To support the Director Resources in enabling and empowering the Naval Service to contribute to the delivery of Government Defence objectives whilst remaining within the bounds of legal, political, financial and regulatory authorities. To act as the Head of the Portfolio Office (Portfolio Manager) within NCHQ, coordinating effective and efficient Portfolio management practices and provide support to the Portfolio Director and 3* NCOB. To act as the Head to deliver to 1SL a programme for the Planning Round which enables Defence Final Outputs to be met, matched to available resources. To match the output of the RN to available resource in both a Planning Round and In-Year context. To implement and manage an affordable JBA between NC and DE&S. To work with the Naval Staff in London to maintain a strategy for the long term future of the RN.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","155423","N/D","1.00","0","0","","Military","Team costs included in 1105340","1"
"1126447","N/D","OF-6","Commodore Naval Personnel Strategy (CNPS)","The Commodore Naval Personnel Strategy (CNPS) is responsible for the development, coordination and application of force generation and force development manpower strategies and policies; their management across the Naval Service and their coherence with defence manpower strategies. These functions are delivered through 5 Divisions responsible for the development and implementation of Single Service Policy: Personnel Policy, Future Personnel, Personnel Planning, Personnel Pay and Allowances, and Job Evaluation Judge.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1396823","N/D","OF-6","Commodore Naval Personnel / Assistant Chief of Staff Naval Personnel (ACOS Pers)","Sustained, responsive delivery of sufficient, suitably trained, appropriately promoted, well motivated RN, RM, RFA and Reserves to meet the Defence manning requirements, including short notice augmentation and replacement needs, as well as managing the preparation of individuals for Operations and administering the Recovery Pathway of casualties and the medically downgraded. It provides Full Command support to Naval Service people through Specialist, Welfare, Terms of Service administration, career management/complaints Casework, managing Disclosure and directing Physical Training and executive health programmes, including running of two Tri-Service Adventurous Training Units.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1396167","N/D","OF-6","Naval Assistant (NA)","The Naval Assistant is responsible for career managing a 'plot' which consists of all 1* officers, captains RN and colonels RM; this involvs leadership and management of c. 400 strong senior officer cadre. In addition to ensuring affordability, value for money and strategic planning to ensure the right talent is developed, he is also tasked to represent the views of his 'plot' on the assigning process and any other issues as appropriate to the Naval Secretary and First Sea Lord. He acts as advisor to Selection Boards for major military (RM), sea, air and shore Commands.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1125974","N/D","OF-6","Assistant Chief of Staff Medical (ACOS MED) / Head of the Royal Naval Medical Service (Hd RNMS)","To ensure the timely delivery of properly equipped, suitably trained and experienced personnel in order to provide the medical component of Royal Navy operational capability both for current and future force requirements. To develop single Service healthcare policy, advice and operational planning input. To ensure provision of primary healthcare for Naval personnel within the UK Firm Base. To provide governance and assurance of all RN healthcare delivery units, ashore and afloat. To act as the professional Head of the Royal Naval Medical Service.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1118213","N/D","OF-6","Commodore Naval Legal Services (CNLS)","Commodore Naval Legal Services is responsible, as the Royal Navy's senior lawyer, for the development, coordination and organisation of legal services within the Royal Navy to ensure the provision of timely, accurate and appropriate legal advice. CNLS's core tasks are; the strategic direction of the legal sub-specialisation; legal advice and input to the development of single and tri-service policy; support to current operations and exercises through the provision of deployable legal advisers; legal advice to individual service personnel; and the oversight and quality assurance validation of training of RN personnel in the law.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1116716","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1103327","N/D","OF-6","Commander Maritime Reserves (COMMARRES)","Commander Maritime Reserves leads the Royal Navy and Royal Marines Reserves, and delivers highly motivated, trained personnel to deliver a range of capabilities (e.g. medical, intelligence, air, media operations, CIS, logistics, civil military aid, force protection and infantry) as required by Defence - operational capability at readiness. The organisation is integrated within the wider Royal Navy with a footprint of units across the country and continues to be heavily utilised on and in support of current operations. In many cases the MR provides capability that is not available from any other part of the regular force.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1103074","Eliminated","OF-6","Naval Regional Commander for Northern England (NRCNE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","N/D","0.01","0","0","","Military","Post downgraded - see junior sheet","1"
"72007","Eliminated","OF-6","Naval Regional Commander for Wales and Western England (NRCWWE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","N/D","0.01","0","0","","Military","Post downgraded - see junior sheet","1"
"72112","Eliminated","OF-6","Naval Regional Commander for Scotland and Northern Ireland (NRCSNI)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","N/D","0.01","0","0","","Military","Post downgraded - see junior sheet","1"
"1442813","Eliminated","OF-6","Naval Regional Commander for Eastern England (NRCEE)","The Regional Coordination of the RN response to MACA, running the Regional Field Force for RN and RM Recruiting, the planning and support of warship visits, to provide a regional focus for the Maritime Reserve Units, URNU and Sea Cadets, and to be the focus for the RN Community Engagement with opinion formers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1129143","N/D","0.01","0","0","","Military","Post downgraded - see junior sheet","1"
"1639793","N/D","OF-6","Deputy Flag Officer Sea Training and Assistant Chief of Staff Training (DFOST and ACOS Training)","As Flag Officer Sea Training's Chief of Staff be the Navy Command Headquarter 1* lead for the governance, strategy and policy for Individual and Collective Training and Education across the Naval Service ensuring that delivery of training achieves, maintains and assures the capabilities, readiness and performance standards required by operational commanders; in pursuit of this purpose, act as Flag Officer Sea Training's Deputy to assume command responsibility in his absence and exercise functional authority over the Naval Training Command.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1115187","N/D","OF-6","Commanding Officer Maritime Warfare School (CO MWS)","Commanding Officer HMS Collingwood and Commodore of the Maritime Warfare School (MWS) and the Surface Warship Training Stream, commands over 1000 Royal Navy personnel and has responsibility for a similar number of civilians. The MWS, is headquartered in HMS Collingwood, Fareham, but oversees: Warfare; Weapon Engineering; Diving; Sea-Survival; Seamanship; Fire-fighting; Military Skills; Chemical Biological, Radiological, Nuclear Damage Control; and Physical Training in 7 sites across the UK. The Surface Stream integrates all Naval Warfare, Engineering and Logistics skills, sharing best practice and resources in the delivery of all training for surface units. Responsibilities for command of HMS Collingwood include duty of care and facilities management functions for Phase 2 and 3 Warfare & Weapon Engineering trainees and a multitude of lodgers.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"1128780","N/D","OF-6","Naval Core Training Stream Leader Commanding Officer Britannia Royal Naval College (BRNC)","Responsible for Commanding, leading and managing the initial training of all officers and ratings of the Royal Navy including University RN Units. Command BRNC to generate young officers to be courageous leaders through innovative learning, and the RN Leadership Academy to deliver through - life leadership training. Provide specialist advice to FOST and Navy Command on all initial training as head of the Navy Core Training Stream within FOST's Naval Training Command. Success in the role is achieved through delivering sufficiently high standards of initial training and through life leadership supported by the maintenance of strong partnerships with RN, DIO, University of Plymouth and other contractors while also promoting defence by fostering good relations with the public.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
